,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS,ppi
812,Dell,Notebook,Intel Core i7,8,AMD Radeon,Chrome/Linux/Android,2.83,77556,0,0,127.0
813,Lenovo,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.96,170623,0,1,157.0
814,Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.3,70562,0,1,141.0
815,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,84729,0,0,141.0
816,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.0,40257,0,0,100.0
817,HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.28,229440,1,0,166.0
818,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.62,58189,1,0,166.0
819,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.2,42051,0,0,141.0
820,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,76270,0,1,141.0
821,HP,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,1.84,120951,0,0,141.0
822,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.05,115213,0,0,166.0
823,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.5,91184,0,1,141.0
824,Dell,Ultrabook,Intel Core i7,16,Intel Iris,Windows 10,1.29,200838,1,0,276.0
825,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.07,81591,0,0,141.0
826,Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,98178,0,0,118.0
827,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,174837,1,1,166.0
828,Acer,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.56,80873,0,1,157.0
829,Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.23,159415,0,0,141.0
830,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.38,94591,0,0,100.0
831,Lenovo,Notebook,Intel Core i3,4,AMD Radeon,No OS,2.2,42947,0,0,141.0
832,Toshiba,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.0,124448,0,1,141.0
833,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.44,65900,0,1,166.0
834,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.6,151525,0,0,176.0
835,Asus,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.0,35773,0,0,100.0
836,Dell,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.18,81815,0,0,141.0
837,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,75225,0,0,141.0
838,HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.28,152422,1,0,166.0
839,HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,2.3,61399,1,0,100.0
840,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.65,31202,0,0,111.0
841,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,59983,0,1,141.0
842,Dell,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,33085,0,0,100.0
843,HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.28,161298,1,0,166.0
844,Dell,Notebook,Intel Core i3,4,AMD Radeon,Chrome/Linux/Android,2.18,40858,0,0,100.0
845,Asus,Gaming,Intel Core i5,12,Nvidia GeForce,Windows 10,2.2,122825,0,0,127.0
846,Acer,Netbook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.25,26629,0,1,135.0
847,Lenovo,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,2.8,33981,0,0,106.0
848,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,113420,0,0,157.0
849,HP,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.42,125434,1,0,276.0
850,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.32,161298,0,1,157.0
851,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,237509,0,1,255.0
852,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.05,132248,0,0,166.0
853,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Chrome/Linux/Android,2.62,83294,0,0,141.0
854,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.04,80694,0,0,141.0
855,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.18,55051,0,0,100.0
856,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,83832,0,0,141.0
857,Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.24,180495,1,0,276.0
858,Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,3.58,114675,0,1,127.0
859,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.22,147849,1,0,166.0
860,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.13,183713,0,1,157.0
861,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,176002,0,1,141.0
862,HP,Netbook,Intel Core i7,8,Intel HD,Windows 10,1.26,132966,0,0,176.0
863,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.2,32188,0,1,141.0
864,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.6,70742,0,1,141.0
865,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,108040,0,0,157.0
866,HP,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,1.09,277946,1,0,352.0
867,Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.2,70742,0,0,141.0
868,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.04,91363,0,0,141.0
869,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,44740,0,0,141.0
870,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.44,78990,0,0,166.0
871,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.49,86074,0,0,166.0
872,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,143366,0,0,127.0
873,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.6,120951,0,0,141.0
874,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,100411,0,0,141.0
875,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.18,61416,0,0,100.0
876,HP,Ultrabook,Intel Core i7,8,AMD Radeon,Windows 10,1.84,116288,0,0,141.0
877,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.39,103019,1,0,276.0
878,Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,177078,0,1,141.0
879,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.37,163630,1,1,166.0
880,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,65443,0,0,100.0
881,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,147939,0,1,176.0
882,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.31,104454,0,0,141.0
883,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.18,63485,0,0,100.0
884,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,103019,0,0,112.0
885,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,27705,0,0,100.0
886,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,141573,0,0,176.0
887,HP,Notebook,Other Intel Processor,4,Intel HD,No OS,1.86,25903,0,0,100.0
888,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel Iris,Windows 10,1.3,161298,1,1,276.0
889,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.47,99074,0,1,157.0
890,HP,Netbook,Intel Core i5,8,Intel HD,Windows 10,1.26,149643,0,0,176.0
891,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,50084,0,0,100.0
892,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,107502,0,0,141.0
893,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,146953,0,0,157.0
894,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,247282,0,0,170.0
895,HP,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.75,125434,0,1,127.0
896,Asus,Notebook,Other Intel Processor,4,Nvidia GeForce,Windows 10,2.8,47520,0,0,106.0
897,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.23,55500,0,0,100.0
898,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.2,100330,0,0,100.0
899,Lenovo,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Windows 10,1.1,116468,1,1,195.0
900,Lenovo,Gaming,AMD F Series Processor,16,AMD Radeon,Windows 10,2.5,89570,0,1,141.0
901,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,131997,1,0,176.0
902,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,61417,0,0,141.0
903,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.36,59086,0,0,106.0
904,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.68,31291,0,0,112.0
905,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.0,201645,0,1,141.0
906,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,159146,0,0,157.0
907,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.2,130904,0,0,166.0
908,Asus,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Chrome/Linux/Android,1.2,103916,0,0,176.0
909,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.7,133503,0,1,157.0
910,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,282788,0,1,255.0
911,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.24,170264,1,0,166.0
912,HP,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,1.45,69486,1,0,135.0
913,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.3,113689,0,0,276.0
914,Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.25,34878,1,1,135.0
915,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.2,137628,0,0,166.0
916,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,157802,0,1,176.0
917,Acer,Notebook,Intel Core i5,12,Nvidia GeForce,Windows 10,2.4,90467,0,0,141.0
918,Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.1,160491,1,0,176.0
919,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,75897,0,0,100.0
920,Dell,Notebook,Intel Core i3,4,AMD Radeon,Chrome/Linux/Android,2.25,41747,0,0,100.0
921,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.9,73970,0,0,100.0
922,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.04,61417,0,0,141.0
923,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,282339,0,1,127.0
924,Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Windows 10,2.4,62314,0,0,141.0
925,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.22,170264,1,0,276.0
926,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.5,176001,1,0,210.0
927,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,251048,0,0,127.0
928,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,105799,0,0,157.0
929,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.73,183794,0,0,127.0
930,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,87777,0,1,141.0
931,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.7,89839,0,0,112.0
932,Asus,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows 10,2.3,161298,1,0,282.0
933,HP,Notebook,Intel Core i7,6,Intel HD,Windows 10,2.04,51913,0,0,100.0
934,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.99,156815,0,0,127.0
935,Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Windows 10,2.19,116468,1,1,141.0
936,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.2,107144,0,0,166.0
937,Lenovo,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.2,49223,0,0,141.0
938,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.75,82039,0,0,112.0
939,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.25,53706,0,0,100.0
940,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.04,72266,0,0,141.0
941,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,106606,0,1,141.0
942,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.36,67155,0,0,100.0
943,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,100330,0,0,157.0
944,HP,Netbook,Other Intel Processor,8,Intel HD,Windows 10,0.97,171071,0,0,176.0
945,HP,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.1,44740,0,0,141.0
946,Lenovo,Notebook,Other Intel Processor,4,Intel HD,No OS,1.9,24264,0,0,100.0
947,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,120951,0,0,141.0
948,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.68,79708,1,0,166.0
949,Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.4,103109,0,0,276.0
950,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.11,120951,1,1,166.0
951,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.4,34071,0,0,100.0
952,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,161298,0,0,141.0
953,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.48,187300,0,0,157.0
954,Acer,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,112972,0,1,141.0
955,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.34,106606,0,1,166.0
956,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,49044,0,0,100.0
957,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,69845,0,0,112.0
958,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.2,107144,0,0,166.0
959,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.48,98625,0,0,112.0
960,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,108040,0,0,157.0
961,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.43,129917,0,0,157.0
962,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.64,94077,0,0,157.0
963,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.64,61327,0,0,112.0
964,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.65,85087,0,0,141.0
965,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,137987,0,0,176.0
966,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.48,142559,0,0,157.0
967,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.54,169207,0,0,157.0
968,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.49,71728,0,0,118.0
969,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.5,108489,0,0,118.0
970,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.04,69037,0,0,100.0
971,Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows 7,2.4,266111,0,1,255.0
972,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.47,133593,0,1,157.0
973,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.43,199852,0,0,157.0
974,Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,2.08,71368,1,1,141.0
975,Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,142559,0,0,166.0
976,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.11,103019,0,1,166.0
977,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.64,106286,0,0,157.0
978,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.09,93824,0,0,141.0
979,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,139780,0,0,125.0
980,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,106606,0,0,112.0
981,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,95040,0,0,112.0
982,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,145608,1,0,276.0
983,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.63,96833,0,0,127.0
984,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,87239,0,0,112.0
985,Acer,Notebook,AMD A Series Processor,6,AMD Radeon,Windows 10,2.1,36671,0,0,100.0
986,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,106857,0,0,127.0
987,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.95,107144,0,0,157.0
988,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,110191,0,0,141.0
989,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.26,120951,0,0,176.0
990,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,66528,0,0,100.0
991,Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.47,154664,0,1,157.0
992,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 7,2.09,95304,0,0,141.0
993,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.64,90602,0,0,157.0
994,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,75942,1,1,141.0
995,Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,127766,0,1,141.0
996,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,94107,0,0,141.0
997,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.54,89660,0,0,157.0
998,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,188585,0,0,141.0
999,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,131711,0,0,157.0
1000,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,138582,0,1,127.0
1001,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,205321,0,1,127.0
1002,Asus,Netbook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.2,25813,0,0,135.0
1003,Lenovo,Notebook,Intel Core i7,16,Intel HD,Windows 7,1.1,234909,0,1,210.0
1004,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.91,87777,0,1,141.0
1005,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.3,98088,1,1,141.0
1006,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,87777,0,0,100.0
1007,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,202094,1,0,276.0
1008,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.31,63224,0,0,100.0
1009,HP,Notebook,Intel Core i5,4,Intel HD,No OS,1.96,44740,0,0,100.0
1010,Acer,Notebook,AMD A Series Processor,8,AMD Radeon,Windows 10,2.4,40257,0,0,100.0
1011,Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Windows 10,1.6,116468,1,1,166.0
1012,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.94,163092,0,0,141.0
1013,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.04,95936,0,0,141.0
1014,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,No OS,4.0,89481,0,1,127.0
1015,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.25,50120,0,0,141.0
1016,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.32,88763,0,0,141.0
1017,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,172954,0,0,141.0
1018,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.29,130724,0,0,166.0
1019,Asus,Gaming,Intel Core i7,64,Nvidia GeForce,Windows 10,3.58,356398,0,1,127.0
1020,Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.62,71550,1,0,166.0
1021,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.21,119158,0,0,282.0
1022,Apple,Ultrabook,Other Intel Processor,8,Intel HD,Mac OS,0.92,116558,0,1,226.0
1023,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.06,43214,0,0,100.0
1024,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,107502,0,0,100.0
1025,HP,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,107502,0,0,176.0
1026,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.49,97729,0,0,166.0
1027,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.3,153632,1,1,176.0
1028,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,3.0,59086,0,0,106.0
1029,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.3,87598,0,1,141.0
1030,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,224060,0,0,127.0
1031,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,48416,0,0,100.0
1032,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,2.31,84280,0,0,141.0
1033,Lenovo,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,0.99,125434,1,1,235.0
1034,Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.6,290498,0,1,127.0
1035,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,0.69,57945,1,1,224.0
1036,HP,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.3,183713,0,1,331.0
1037,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,67245,0,0,141.0
1038,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.54,92439,0,0,157.0
1039,HP,Workstation,Intel Core i7,8,AMD FirePro,Windows 7,1.9,134042,0,0,141.0
1040,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.7,107502,0,0,157.0
1041,HP,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,1.29,55141,0,0,276.0
1042,Acer,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,2.4,34698,0,0,100.0
1043,Dell,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.2,35280,0,0,100.0
1044,HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,31021,0,0,100.0
1045,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,143366,0,1,127.0
1046,Dell,Ultrabook,Intel Core i5,4,AMD Radeon,Windows 10,1.4,73373,0,1,166.0
1047,HP,Netbook,Intel Core i5,4,Intel HD,Windows 7,2.4,143366,0,0,125.0
1048,Acer,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,71638,0,0,141.0
1049,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.36,57275,0,0,141.0
1050,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,143366,0,0,127.0
1051,HP,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.96,44830,0,0,100.0
1052,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,206128,0,1,127.0
1053,Dell,Ultrabook,Intel Core i3,4,Intel HD,Windows 7,1.5,101778,0,0,125.0
1054,Dell,Ultrabook,Intel Core i3,4,Intel HD,Windows 7,1.5,104631,0,0,125.0
1055,Acer,Notebook,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,2.2,18739,0,0,100.0
1056,HP,Workstation,Intel Core i7,8,AMD FirePro,Windows 7,3.0,259924,0,1,127.0
1057,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,107502,0,0,141.0
1058,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.5,126699,0,0,125.0
1059,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.9,135493,0,0,127.0
1060,Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,2.1,77735,1,1,141.0
1061,HP,Notebook,AMD A Series Processor,4,AMD Radeon,Windows 10,2.1,35685,0,0,141.0
1062,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.59,120055,0,1,141.0
1063,HP,Notebook,Other Intel Processor,8,Intel HD,Windows 10,1.16,152332,1,0,276.0
1064,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 7,2.24,68962,0,0,100.0
1065,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,38464,0,0,100.0
1066,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.16,176541,0,0,166.0
1067,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Chrome/Linux/Android,0.69,49223,1,1,224.0
1068,Dell,Ultrabook,Intel Core i7,8,Intel Iris,Windows 10,1.23,123641,0,0,166.0
1069,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,246564,0,1,127.0
1070,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.05,199583,0,0,166.0
1071,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.52,117678,0,0,127.0
1072,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.16,151525,0,0,166.0
1073,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,135656,0,0,157.0
1074,Dell,Notebook,Intel Core i5,4,Intel HD,Chrome/Linux/Android,2.09,46949,0,0,100.0
1075,Asus,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.0,39002,0,0,100.0
1076,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.8,149643,1,1,157.0
1077,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,0.69,42947,1,1,224.0
1078,HP,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,169906,0,0,125.0
1079,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,88674,0,1,141.0
1080,HP,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,3.35,101226,0,1,127.0
1081,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.04,56396,0,0,100.0
1082,Lenovo,2 in 1 Convertible,Intel Core i7,8,Nvidia Quadro,Windows 7,1.8,183837,1,1,157.0
1083,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.5,24925,0,0,112.0
